Application_ID,Plot_Area,Zone_Type,FSI_Allowed,FSI_Used,Floors,Building_Height,Front_Setback,Rear_Setback,Side_Setback,Parking_Spaces_Required,Parking_Spaces_Provided,Road_Width,Fire_NOC,Env_NOC,Traffic_NOC,Green_Area_Percentage,Zone_Compliance,Approval_Status,Rejection_Reasons
APP006940,4827,Residential,2.5,2.13,17,28.21,6.43,6.68,3.84,20,27,24.77,0,1,1,37.23,1,0,MissingNOC
APP006941,781,Residential,2.5,2.99,3,36.59,2.6,2.61,2.59,34,42,15.69,1,1,1,36.64,1,0,"FSIExceeded, SetbackDeficit"
APP006942,4032,Industrial,1.2,1.28,4,34.59,6.78,4.92,5.65,7,3,25.78,1,1,1,2.84,1,0,"FSIExceeded, ParkingDeficit"
APP006943,2229,Mixed-use,1.8,1.44,2,40.24,3.63,3.42,5.72,20,28,11.24,1,0,1,8.94,1,0,MissingNOC
APP006944,4949,Mixed-use,2.8,3.46,1,32.69,4.97,3.19,5.35,31,27,20.05,1,1,1,22.96,1,0,"FSIExceeded, ParkingDeficit"
APP006945,4116,Mixed-use,1.2,0.91,10,8.24,4.06,5.71,5.24,23,30,23.9,1,1,1,39.22,1,1,None
APP006946,3402,Residential,1.8,2.05,3,32.54,2.51,2.81,1.72,4,11,8.22,1,1,1,29.1,1,0,"FSIExceeded, SetbackDeficit"
APP006947,819,Residential,2.8,2.51,10,6.24,6.21,6.77,5.58,6,16,26.98,1,1,1,32.73,1,1,None
APP006948,174,Residential,1.5,1.05,9,14.93,5.56,3.42,5.32,31,41,23.46,1,1,1,12.57,1,1,None
APP006949,1393,Residential,2.2,1.71,17,26.31,4.17,5.3,4.19,4,5,18.8,1,1,1,8.76,1,1,None
APP006950,2022,Industrial,1.2,1.29,15,35.32,6.56,6.59,3.03,40,47,7.5,1,1,1,9.04,1,0,FSIExceeded
APP006951,4257,Industrial,2.8,1.97,3,15.16,4.19,5.35,4.85,40,44,22.67,1,1,1,19.33,1,1,None
APP006952,419,Residential,2.8,2.38,3,20.2,2.77,2.9,2.47,29,31,16.73,1,1,1,34.34,1,0,SetbackDeficit
APP006953,2249,Commercial,1.0,0.85,4,25.58,4.38,4.85,5.7,2,4,23.68,1,1,1,8.65,1,1,None
APP006954,1552,Mixed-use,1.5,1.12,4,15.85,7.35,4.24,3.33,23,32,6.87,1,1,1,22.81,1,1,None
APP006955,1655,Residential,1.2,1.15,17,59.93,2.17,2.37,2.73,46,54,19.79,1,1,1,32.35,1,0,SetbackDeficit
APP006956,4307,Residential,2.5,3.0,6,49.26,3.68,5.56,5.78,46,55,16.73,1,1,0,20.01,1,0,"FSIExceeded, MissingNOC"
APP006957,3132,Residential,2.5,3.18,11,49.6,4.16,6.07,5.49,48,49,16.32,1,1,1,16.68,0,0,"FSIExceeded, ZoningViolation"
APP006958,560,Residential,1.8,1.42,12,36.29,1.66,2.08,2.9,40,41,18.42,1,1,1,13.86,1,0,SetbackDeficit
APP006959,986,Commercial,2.8,2.14,7,57.87,4.25,5.32,5.76,18,22,8.97,0,1,1,24.02,1,0,MissingNOC
APP006960,3633,Residential,1.5,1.57,13,45.27,6.06,4.32,4.88,43,52,28.45,0,1,1,32.71,1,0,"FSIExceeded, MissingNOC"
APP006961,4036,Residential,3.0,3.05,6,23.2,5.84,3.22,5.44,29,31,22.91,1,1,1,39.85,1,0,FSIExceeded
APP006962,1215,Mixed-use,2.0,1.9,3,38.58,5.86,4.72,4.52,31,37,8.04,1,1,0,34.77,0,0,"MissingNOC, ZoningViolation"
APP006963,1175,Residential,1.2,0.92,14,34.9,5.54,3.89,5.02,41,47,7.91,1,1,1,18.11,1,1,None
APP006964,3976,Residential,3.0,2.93,14,36.92,6.33,6.19,3.22,9,15,11.06,1,1,1,3.17,1,1,None
APP006965,4715,Mixed-use,1.0,1.11,10,49.97,4.55,6.3,5.97,28,24,11.75,1,1,1,4.82,1,0,"FSIExceeded, ParkingDeficit"
APP006966,2024,Residential,2.8,2.01,5,33.03,5.44,6.82,3.63,42,51,17.81,0,1,1,1.17,1,0,MissingNOC
APP006967,1026,Residential,2.2,1.98,2,45.08,2.47,1.65,2.52,46,51,18.87,1,1,1,14.51,1,0,SetbackDeficit
APP006968,4752,Industrial,1.0,0.86,6,18.78,7.79,3.38,5.76,26,31,9.5,1,1,1,19.26,1,1,None
APP006969,2381,Residential,1.8,1.48,11,56.26,3.97,5.63,4.93,14,16,29.36,1,1,1,32.82,1,1,None
APP006970,1155,Commercial,1.5,1.39,18,9.75,5.54,3.87,4.75,35,30,25.79,1,1,1,3.43,1,0,ParkingDeficit
APP006971,4774,Residential,2.5,2.0,11,59.65,3.99,5.85,3.96,40,39,21.2,1,1,1,9.12,1,0,ParkingDeficit
APP006972,641,Residential,2.5,2.22,15,39.8,7.52,4.64,4.76,8,9,12.67,1,1,1,20.43,0,0,ZoningViolation
APP006973,2261,Residential,2.2,1.59,3,30.85,7.77,4.33,5.3,23,21,27.85,1,1,1,33.99,1,0,ParkingDeficit
APP006974,2351,Residential,2.8,2.42,2,22.09,4.12,6.06,5.89,34,35,13.57,1,1,1,3.51,1,1,None
APP006975,1152,Commercial,2.5,3.14,7,27.28,2.52,2.08,1.79,47,54,13.66,1,1,1,9.74,1,0,"FSIExceeded, SetbackDeficit"
APP006976,4669,Commercial,1.8,1.38,5,48.03,4.57,5.68,3.99,39,46,14.47,1,0,1,21.76,1,0,MissingNOC
APP006977,2844,Mixed-use,2.5,1.98,13,12.67,6.12,3.62,4.78,32,28,7.15,1,1,1,12.97,1,0,ParkingDeficit
APP006978,3969,Commercial,1.0,1.22,8,18.9,3.7,3.51,3.8,46,50,7.48,0,1,1,39.7,1,0,"FSIExceeded, MissingNOC"
APP006979,4581,Residential,1.5,1.12,9,11.81,4.46,6.17,3.99,34,44,17.42,1,1,1,18.09,1,1,None
APP006980,4257,Industrial,1.2,1.02,8,28.47,4.22,4.43,4.1,23,33,27.16,1,1,1,36.45,1,1,None
APP006981,4710,Commercial,2.5,1.99,10,26.3,7.93,3.17,5.95,28,35,28.62,1,1,1,37.64,1,1,None
APP006982,4625,Commercial,3.0,2.9,2,40.68,5.06,4.88,3.22,28,38,24.62,1,1,1,10.38,1,1,None
APP006983,4775,Industrial,2.0,1.45,10,59.76,4.55,6.75,5.38,22,26,15.71,1,1,1,13.06,1,1,None
APP006984,1660,Commercial,3.0,2.57,11,54.08,7.0,6.2,3.33,36,41,13.45,1,0,1,12.97,1,0,MissingNOC
APP006985,3862,Residential,2.8,2.29,11,53.42,5.76,4.0,4.99,48,48,11.18,1,1,0,17.45,1,0,MissingNOC
APP006986,1264,Commercial,1.0,0.77,5,40.51,6.17,4.91,5.2,11,16,18.92,1,1,1,2.53,1,1,None
APP006987,2822,Residential,1.2,1.27,14,19.88,7.21,4.3,4.31,48,54,17.58,1,1,1,32.29,1,0,FSIExceeded
APP006988,2458,Residential,2.2,1.56,3,26.12,7.53,3.68,3.45,29,29,17.21,1,1,1,5.23,1,1,None
APP006989,570,Commercial,2.0,1.6,20,18.76,2.47,2.48,2.44,41,42,13.59,1,1,1,35.75,1,0,SetbackDeficit
APP006990,1516,Residential,2.5,2.03,2,12.43,4.48,4.68,5.08,38,40,19.97,1,1,1,23.06,1,1,None
APP006991,1568,Residential,3.0,2.65,18,28.98,3.02,4.03,4.11,42,48,20.59,1,1,1,19.26,1,1,None
APP006992,908,Residential,1.8,1.26,1,54.36,4.7,4.33,3.38,34,43,27.0,1,1,1,26.43,1,1,None
APP006993,271,Commercial,2.8,2.79,1,45.91,6.53,4.71,4.5,9,9,24.27,1,1,1,37.32,1,1,None
APP006994,4226,Residential,1.8,1.32,17,59.17,5.69,6.21,3.93,38,45,13.92,1,1,1,11.87,1,1,None
APP006995,4242,Commercial,1.5,1.92,6,15.71,4.16,3.55,4.23,42,47,15.11,1,0,1,10.81,1,0,"FSIExceeded, MissingNOC"
APP006996,4325,Residential,1.2,0.85,13,32.53,2.36,2.39,1.89,34,33,11.75,1,1,0,14.8,1,0,"SetbackDeficit, ParkingDeficit, MissingNOC"
APP006997,2499,Residential,2.8,3.12,1,48.62,3.18,5.08,5.08,20,29,10.1,1,1,1,19.47,1,0,FSIExceeded
APP006998,1745,Residential,2.8,2.38,6,30.33,5.0,4.51,4.98,31,34,8.61,1,1,1,3.03,1,1,None
APP006999,157,Commercial,1.5,1.49,8,24.53,3.71,6.84,5.67,15,24,6.82,1,1,1,27.2,1,1,None
APP007000,1229,Residential,1.0,1.13,13,49.87,3.92,5.74,3.45,15,18,16.02,1,0,0,20.84,1,0,"FSIExceeded, MissingNOC"
APP007001,1453,Mixed-use,2.2,2.07,2,28.67,4.87,4.35,3.07,37,33,29.02,1,1,1,21.6,1,0,ParkingDeficit
APP007002,867,Mixed-use,2.0,1.99,8,55.21,6.87,3.15,4.93,8,10,18.91,1,1,1,9.99,1,1,None
APP007003,3995,Industrial,2.8,3.19,1,19.76,1.54,2.57,2.92,44,45,23.81,1,1,1,33.62,1,0,"FSIExceeded, SetbackDeficit"
APP007004,782,Mixed-use,2.2,2.44,13,54.3,3.86,3.22,4.75,35,45,15.55,1,1,1,15.92,1,0,FSIExceeded
APP007005,3554,Residential,1.8,1.39,1,20.32,4.55,3.13,4.31,33,40,15.23,1,1,1,26.09,1,1,None
APP007006,2108,Residential,1.2,1.35,10,20.93,3.82,3.46,3.55,43,39,9.0,1,0,1,9.6,1,0,"FSIExceeded, ParkingDeficit, MissingNOC"
APP007007,3242,Commercial,2.8,2.99,5,28.13,6.25,5.74,5.26,34,38,13.2,0,1,1,32.65,1,0,"FSIExceeded, MissingNOC"
APP007008,1890,Commercial,2.0,1.76,20,33.37,5.94,5.54,5.52,15,18,28.29,1,1,1,11.99,1,1,None
APP007009,1577,Industrial,2.8,2.24,13,28.0,3.79,6.68,5.35,26,33,17.76,1,1,1,36.87,1,1,None
APP007010,985,Commercial,2.0,1.72,5,52.42,3.56,6.4,3.67,29,32,10.9,1,1,1,18.19,1,1,None
APP007011,4006,Mixed-use,2.2,2.17,10,48.76,3.8,6.68,3.13,43,43,21.93,1,1,1,5.81,1,1,None
APP007012,4592,Residential,2.0,1.43,3,22.04,5.8,6.54,4.53,40,49,15.73,1,1,1,24.45,1,1,None
APP007013,1638,Industrial,1.5,1.64,2,33.13,5.22,4.12,4.36,31,38,25.86,0,1,1,22.27,1,0,"FSIExceeded, MissingNOC"
APP007014,2173,Commercial,2.8,2.25,2,28.71,4.43,5.24,4.47,32,42,8.23,1,1,1,16.86,1,1,None
APP007015,412,Commercial,1.5,1.23,5,8.08,7.45,6.16,5.67,25,35,18.52,1,1,1,32.79,1,1,None
APP007016,910,Residential,1.8,1.46,4,46.15,1.59,1.79,1.74,5,3,25.23,1,1,1,16.85,1,0,"SetbackDeficit, ParkingDeficit"
APP007017,2335,Commercial,2.2,1.6,2,14.99,7.15,5.99,3.08,15,23,26.49,1,1,1,5.45,1,1,None
APP007018,2957,Mixed-use,1.2,1.17,9,56.38,7.98,4.69,4.73,10,18,15.51,1,1,0,1.14,1,0,MissingNOC
APP007019,2863,Residential,2.5,1.92,9,26.88,4.46,4.66,4.26,37,47,23.78,1,1,1,35.69,0,0,ZoningViolation
APP007020,2132,Commercial,2.0,2.16,9,39.22,4.62,5.96,3.81,7,14,29.18,1,1,1,18.67,1,0,FSIExceeded
APP007021,1607,Residential,2.0,1.69,4,50.01,7.22,4.67,5.08,25,26,20.93,1,1,1,22.52,1,1,None
APP007022,4645,Mixed-use,2.0,1.63,8,14.92,5.13,6.32,3.8,27,33,25.48,1,1,1,4.59,1,1,None
APP007023,2670,Residential,1.2,1.12,18,34.76,6.14,6.67,6.0,35,44,19.77,1,1,0,19.58,1,0,MissingNOC
APP007024,1994,Residential,3.0,2.23,9,18.06,5.31,4.81,4.4,2,1,24.97,1,0,1,21.33,1,0,"ParkingDeficit, MissingNOC"
APP007025,2805,Residential,1.5,1.43,3,33.03,5.47,6.62,3.78,24,24,28.58,1,1,1,18.61,1,1,None
APP007026,696,Commercial,2.5,1.96,6,36.87,7.05,5.8,3.82,18,23,23.08,1,1,1,38.16,1,1,None
APP007027,2247,Residential,2.0,1.96,19,14.3,5.34,6.1,3.16,37,47,9.71,1,1,1,22.86,1,1,None
APP007028,715,Commercial,2.0,2.45,5,36.95,3.71,5.46,4.5,38,40,7.97,1,1,1,38.98,1,0,FSIExceeded
APP007029,1047,Mixed-use,1.8,1.62,17,30.02,7.61,5.18,3.47,46,43,25.49,1,1,1,6.13,1,0,ParkingDeficit
APP007030,4751,Industrial,2.2,1.88,19,33.71,6.98,3.55,5.39,21,31,12.2,1,1,1,36.57,1,1,None
APP007031,4473,Residential,2.5,2.32,3,54.77,5.01,5.88,5.12,27,35,27.01,1,1,1,22.12,1,1,None
APP007032,3864,Mixed-use,2.5,2.04,8,31.61,4.29,4.75,3.0,12,8,10.71,1,1,1,11.85,1,0,ParkingDeficit
APP007033,2113,Commercial,2.8,2.31,9,31.19,5.46,5.58,5.82,21,22,27.87,1,1,0,29.83,1,0,MissingNOC
APP007034,3797,Residential,2.0,1.93,8,30.87,4.94,5.87,4.63,2,12,25.33,1,1,1,22.25,1,1,None
APP007035,590,Residential,2.5,2.36,14,39.27,4.01,5.76,5.89,45,52,27.15,1,1,1,23.03,1,1,None
APP007036,4450,Residential,1.8,1.5,10,25.21,4.53,4.89,5.61,14,20,11.58,0,1,1,6.88,1,0,MissingNOC
APP007037,2528,Industrial,3.0,2.51,17,49.07,6.18,3.58,4.75,37,45,27.08,0,1,1,27.2,1,0,MissingNOC
APP007038,641,Residential,2.0,1.67,3,20.73,3.62,3.7,5.29,45,43,20.1,1,1,1,11.77,1,0,ParkingDeficit
APP007039,1387,Residential,1.5,1.49,3,21.48,5.78,4.44,5.95,39,40,8.02,1,1,1,14.23,1,1,None
APP007040,1733,Commercial,2.0,1.55,3,37.38,4.35,6.35,5.38,14,17,28.34,1,1,1,36.26,1,1,None
APP007041,3026,Commercial,3.0,3.6,4,19.29,6.02,6.91,4.67,15,23,10.67,1,1,1,7.18,1,0,FSIExceeded
APP007042,1452,Commercial,2.8,3.14,17,9.95,3.1,4.76,5.79,13,16,11.12,1,1,1,35.47,0,0,"FSIExceeded, ZoningViolation"
APP007043,4476,Commercial,1.0,0.98,14,16.31,3.01,5.06,5.17,35,36,22.9,1,1,1,20.02,1,1,None
APP007044,1398,Residential,2.0,1.7,2,55.25,7.36,3.41,3.51,28,25,19.99,1,1,1,7.14,0,0,"ParkingDeficit, ZoningViolation"
APP007045,4968,Industrial,2.2,1.99,12,5.59,6.24,5.9,3.16,13,12,27.67,1,1,1,32.46,1,0,ParkingDeficit
APP007046,4067,Residential,1.2,0.96,5,12.34,3.29,3.9,4.27,39,38,13.37,1,1,1,26.1,1,0,ParkingDeficit
APP007047,4523,Commercial,2.2,1.91,2,46.69,4.86,4.77,4.14,37,44,7.0,1,1,1,13.87,1,1,None
APP007048,2358,Commercial,3.0,2.96,12,58.89,6.24,4.17,3.25,2,2,29.88,1,1,0,12.03,1,0,MissingNOC
APP007049,4747,Residential,1.8,1.67,9,42.85,7.87,3.37,5.78,27,29,13.51,1,1,1,16.84,1,1,None
APP007050,2173,Mixed-use,1.5,1.08,9,55.73,3.0,5.71,3.15,41,49,9.89,1,1,1,5.45,1,1,None
APP007051,801,Residential,3.0,3.69,20,52.04,5.78,4.45,5.18,41,43,29.63,1,1,1,32.37,1,0,FSIExceeded
APP007052,2019,Residential,1.2,1.1,1,31.4,3.24,4.39,3.87,22,28,19.51,1,1,1,11.15,1,1,None
APP007053,2560,Mixed-use,3.0,2.58,7,23.34,6.43,6.72,3.69,33,38,9.57,1,1,1,33.07,1,1,None
APP007054,4362,Commercial,1.2,1.12,18,39.77,3.88,3.33,5.97,26,22,26.06,1,1,1,29.25,1,0,ParkingDeficit
APP007055,4364,Commercial,1.5,1.91,10,34.35,7.51,4.88,5.71,13,14,28.69,1,1,1,37.67,1,0,FSIExceeded
APP007056,4424,Residential,2.5,2.04,15,6.42,5.37,5.59,5.02,26,21,27.15,1,1,1,3.97,1,0,ParkingDeficit
APP007057,466,Industrial,1.2,0.89,9,57.65,7.3,4.34,3.69,27,23,10.77,1,1,1,13.97,0,0,"ParkingDeficit, ZoningViolation"
APP007058,627,Residential,1.0,0.71,11,36.36,4.61,6.47,5.96,37,38,7.26,1,1,1,24.96,1,1,None
APP007059,4986,Residential,3.0,2.99,1,53.1,4.27,6.04,4.04,17,19,14.91,1,1,1,34.34,1,1,None
APP007060,3818,Residential,2.2,2.55,11,45.4,6.39,5.46,5.23,15,15,14.52,1,0,1,6.23,1,0,"FSIExceeded, MissingNOC"
APP007061,3709,Residential,3.0,2.86,1,23.75,3.83,4.13,4.21,47,56,15.74,1,1,1,34.46,1,1,None
APP007062,4035,Commercial,1.5,1.76,5,54.56,6.89,3.84,3.88,35,31,25.18,1,1,1,2.68,1,0,"FSIExceeded, ParkingDeficit"
APP007063,4719,Residential,1.5,1.15,18,48.47,2.67,2.77,1.64,25,24,6.23,1,1,1,18.97,1,0,"SetbackDeficit, ParkingDeficit"
APP007064,2253,Residential,1.5,1.3,1,28.64,1.78,2.18,2.66,9,7,22.2,1,1,1,3.38,1,0,"SetbackDeficit, ParkingDeficit"
APP007065,2008,Residential,1.2,0.92,10,51.23,4.15,4.78,4.27,28,37,29.64,1,1,1,5.99,1,1,None
APP007066,3112,Commercial,2.2,1.72,13,19.94,6.71,6.09,5.06,40,47,15.58,1,0,1,31.0,1,0,MissingNOC
APP007067,4328,Industrial,1.5,1.75,8,41.89,5.67,5.97,5.7,14,12,17.64,1,1,1,0.75,1,0,"FSIExceeded, ParkingDeficit"
APP007068,3122,Residential,2.0,2.03,13,11.3,3.02,5.12,4.03,30,32,21.07,1,1,1,22.21,1,0,FSIExceeded
APP007069,3583,Commercial,2.0,1.92,20,52.62,7.04,4.83,4.8,32,35,12.85,1,1,1,3.93,1,1,None
APP007070,2820,Residential,1.5,1.62,2,45.12,4.82,4.19,5.17,44,44,23.24,1,1,1,32.45,1,0,FSIExceeded
APP007071,1870,Commercial,1.5,1.39,12,13.39,3.39,4.09,4.84,20,15,10.87,1,1,1,32.33,1,0,ParkingDeficit
APP007072,4213,Residential,1.0,1.29,13,6.17,4.06,6.28,4.01,11,14,7.56,1,1,1,28.11,1,0,FSIExceeded
APP007073,1877,Residential,2.2,1.78,8,26.44,4.42,3.18,4.07,44,49,25.23,1,1,1,30.24,1,1,None
APP007074,4312,Commercial,1.5,1.31,15,42.14,4.65,5.26,4.73,49,51,10.24,1,1,1,23.63,1,1,None
APP007075,897,Mixed-use,1.0,0.99,7,20.57,3.91,4.5,3.73,41,41,23.56,1,1,1,19.42,1,1,None
APP007076,3315,Residential,3.0,2.26,7,58.53,5.21,5.36,3.29,35,37,26.91,1,1,1,16.41,1,1,None
APP007077,3888,Commercial,1.0,0.77,17,56.41,6.46,3.23,5.1,47,48,7.1,0,1,1,26.45,1,0,MissingNOC
APP007078,3076,Commercial,2.0,1.43,19,37.89,6.46,3.28,4.6,44,48,22.96,1,1,1,15.31,1,1,None
APP007079,3837,Mixed-use,2.0,1.73,3,22.36,5.12,5.05,4.66,2,8,21.51,1,1,1,0.11,1,1,None
APP007080,1811,Residential,1.2,1.14,7,54.29,1.98,1.83,1.75,20,26,20.97,1,1,1,4.03,0,0,"SetbackDeficit, ZoningViolation"
APP007081,852,Residential,1.0,0.9,12,49.19,7.13,4.65,4.5,2,11,13.09,1,1,1,26.07,1,1,None
APP007082,2569,Industrial,2.2,1.92,14,9.74,7.09,4.82,5.08,25,33,7.1,1,1,1,14.6,1,1,None
APP007083,4069,Residential,2.5,2.84,2,31.2,6.47,6.41,3.02,26,30,8.36,1,1,1,39.58,1,0,FSIExceeded
APP007084,1492,Residential,3.0,2.29,7,58.97,7.42,3.59,5.58,5,11,12.55,1,1,1,14.16,1,1,None
APP007085,2705,Residential,2.8,2.0,16,29.96,4.73,6.87,4.49,25,35,15.75,1,1,1,4.34,1,1,None
APP007086,777,Industrial,1.5,1.63,9,56.31,1.51,2.77,1.94,40,36,28.03,1,1,1,13.14,1,0,"FSIExceeded, SetbackDeficit, ParkingDeficit"
APP007087,205,Residential,3.0,2.58,1,58.75,7.11,5.07,5.65,21,23,22.42,1,1,1,27.47,1,1,None
APP007088,3387,Industrial,1.0,0.81,12,26.3,6.96,6.46,5.15,34,43,6.63,1,1,1,21.13,1,1,None
APP007089,4853,Residential,2.2,2.39,2,58.05,3.32,6.03,3.85,29,38,28.07,1,1,1,24.41,1,0,FSIExceeded
APP007090,2046,Residential,1.2,1.17,18,12.59,1.88,2.59,1.92,44,48,23.29,0,1,1,4.45,1,0,"SetbackDeficit, MissingNOC"
APP007091,1195,Residential,3.0,2.66,14,13.81,3.02,3.7,3.74,46,41,17.82,1,1,1,33.08,1,0,ParkingDeficit
APP007092,1882,Residential,3.0,2.75,12,20.21,3.52,5.88,5.76,36,44,17.11,1,1,1,36.1,1,1,None
APP007093,4641,Commercial,2.8,2.77,18,30.72,7.93,6.52,3.24,25,35,28.4,1,1,1,5.81,1,1,None
APP007094,3357,Commercial,2.5,3.02,5,14.96,5.29,5.0,4.61,41,39,19.2,1,1,1,25.05,1,0,"FSIExceeded, ParkingDeficit"
APP007095,2097,Residential,2.2,2.19,7,23.71,4.72,3.58,5.5,45,54,18.07,1,1,1,9.19,1,1,None
APP007096,4969,Residential,1.2,0.93,4,10.7,5.23,6.77,4.28,3,11,24.59,1,1,1,7.29,1,1,None
APP007097,1661,Commercial,1.8,1.28,13,28.65,2.27,2.42,2.38,24,34,20.23,1,1,1,8.18,1,0,SetbackDeficit
APP007098,4106,Industrial,2.5,2.23,16,50.51,5.31,4.88,3.88,34,36,11.97,1,1,1,20.85,0,0,ZoningViolation
APP007099,1775,Commercial,2.2,1.57,16,37.73,4.29,4.81,3.88,15,12,29.97,1,1,1,35.44,0,0,"ParkingDeficit, ZoningViolation"
APP007100,1222,Industrial,3.0,2.52,19,49.56,4.39,3.46,4.83,16,24,12.74,1,1,1,32.74,1,1,None
APP007101,4081,Residential,2.0,1.48,4,12.46,2.58,2.37,2.53,33,40,22.4,1,1,1,5.74,1,0,SetbackDeficit
APP007102,1401,Industrial,2.2,2.18,20,26.97,7.97,6.67,5.07,24,27,17.75,1,1,1,20.4,1,1,None
APP007103,1043,Residential,2.2,1.6,20,7.16,2.15,2.54,2.0,5,5,8.92,1,1,0,6.04,1,0,"SetbackDeficit, MissingNOC"
APP007104,4650,Residential,2.8,2.76,1,25.35,2.97,2.37,1.87,21,23,29.02,1,1,1,17.52,1,0,SetbackDeficit
APP007105,1045,Industrial,2.8,2.7,13,38.8,2.27,1.54,1.73,32,36,14.06,0,1,1,22.5,1,0,"SetbackDeficit, MissingNOC"
APP007106,700,Mixed-use,2.2,2.01,20,36.29,7.89,4.15,3.88,8,8,21.77,1,1,1,32.46,1,1,None
APP007107,2800,Commercial,2.8,2.71,20,8.32,5.11,6.15,4.05,2,1,23.7,1,0,1,34.45,1,0,"ParkingDeficit, MissingNOC"
APP007108,4920,Residential,2.5,2.38,9,8.41,7.44,6.92,4.23,6,9,15.47,1,1,1,1.11,1,1,None
APP007109,1517,Residential,1.0,0.85,10,21.78,3.68,3.53,5.76,15,15,12.26,1,0,1,27.57,1,0,MissingNOC
APP007110,1624,Residential,2.0,1.58,6,47.43,1.59,2.9,2.19,31,36,7.41,1,1,1,16.41,1,0,SetbackDeficit
APP007111,3866,Industrial,2.0,1.43,7,6.13,4.68,4.01,3.09,39,35,28.84,1,1,1,19.8,1,0,ParkingDeficit
APP007112,350,Residential,3.0,3.52,16,38.88,4.16,4.52,3.39,24,28,19.97,1,1,1,8.87,1,0,FSIExceeded
APP007113,1644,Industrial,2.5,1.84,17,15.1,6.18,4.2,3.74,8,16,23.19,1,1,1,1.37,1,1,None
APP007114,178,Residential,2.5,2.21,1,56.94,5.2,5.7,5.43,45,41,17.25,1,1,1,33.42,1,0,ParkingDeficit
APP007115,3223,Industrial,1.2,1.19,9,28.66,2.57,2.85,1.6,40,39,11.6,1,1,1,9.23,1,0,"SetbackDeficit, ParkingDeficit"
APP007116,997,Mixed-use,2.8,2.69,14,7.63,6.24,4.14,4.37,17,27,29.89,1,1,1,35.21,1,1,None
APP007117,4976,Residential,1.5,1.23,15,44.25,2.12,2.78,2.69,10,7,29.22,1,1,1,2.79,1,0,"SetbackDeficit, ParkingDeficit"
APP007118,325,Residential,3.0,2.49,4,31.65,6.13,3.84,5.1,40,43,26.64,1,0,1,16.34,1,0,MissingNOC
APP007119,1309,Industrial,2.2,1.76,8,53.47,7.24,5.23,4.46,47,55,27.99,1,1,1,29.69,1,1,None
APP007120,4998,Residential,3.0,3.38,15,40.85,3.24,4.58,3.23,35,39,19.8,1,1,0,10.27,1,0,"FSIExceeded, MissingNOC"
APP007121,4937,Commercial,3.0,3.4,4,43.09,4.49,5.49,4.53,32,34,14.83,1,1,1,38.7,1,0,FSIExceeded
APP007122,2278,Commercial,2.5,1.92,19,47.2,4.88,4.41,3.98,46,52,14.24,1,1,1,25.5,1,1,None
APP007123,2779,Residential,2.8,2.48,3,28.12,3.4,6.72,3.5,8,3,28.41,1,1,1,8.7,1,0,ParkingDeficit
APP007124,2985,Industrial,1.2,1.13,8,48.59,2.51,1.76,1.71,3,8,29.01,1,1,1,31.74,1,0,SetbackDeficit
APP007125,2906,Residential,2.0,1.42,2,7.78,2.86,2.28,2.31,7,7,16.57,1,1,1,39.38,1,0,SetbackDeficit
APP007126,803,Mixed-use,1.5,1.47,8,47.1,3.21,6.7,5.5,45,44,20.57,1,1,1,9.96,1,0,ParkingDeficit
APP007127,2644,Residential,1.0,1.18,8,40.0,4.95,6.69,4.82,35,45,25.33,1,1,0,32.9,1,0,"FSIExceeded, MissingNOC"
APP007128,2470,Commercial,2.2,1.79,17,36.17,3.88,5.01,3.47,18,28,22.86,1,1,1,39.09,1,1,None
APP007129,3381,Residential,3.0,2.81,16,22.5,5.66,4.15,5.65,27,37,26.87,1,1,1,8.83,1,1,None
APP007130,4810,Residential,1.2,1.45,16,11.28,3.22,3.32,3.66,13,17,20.61,1,1,1,9.38,1,0,FSIExceeded
APP007131,428,Residential,3.0,2.2,16,40.6,7.07,5.16,5.6,21,21,19.98,1,0,1,28.68,1,0,MissingNOC
APP007132,4328,Commercial,2.8,2.33,7,30.94,6.96,6.02,3.5,42,44,15.02,1,1,1,38.03,1,1,None
APP007133,220,Commercial,3.0,3.0,15,16.98,7.59,3.83,4.3,47,57,7.76,1,1,1,27.81,1,1,None
APP007134,1064,Industrial,2.0,2.52,17,7.39,5.18,4.17,5.36,36,33,7.33,1,1,1,20.18,0,0,"FSIExceeded, ParkingDeficit, ZoningViolation"
APP007135,4324,Residential,1.2,1.47,3,34.63,2.62,2.31,1.7,36,46,9.64,1,1,1,4.21,1,0,"FSIExceeded, SetbackDeficit"
APP007136,3775,Commercial,2.2,2.56,1,11.95,2.55,2.66,1.78,30,38,7.39,1,1,1,36.98,1,0,"FSIExceeded, SetbackDeficit"
APP007137,2176,Commercial,2.5,2.14,8,56.12,5.31,4.51,3.09,49,57,18.84,0,1,1,2.76,1,0,MissingNOC
APP007138,432,Residential,1.5,1.25,7,13.28,3.03,6.98,4.45,39,39,15.69,1,1,0,8.46,1,0,MissingNOC
APP007139,3468,Residential,2.2,1.9,18,6.76,7.16,4.75,3.24,32,38,6.63,1,1,1,18.03,1,1,None
APP007140,1416,Residential,2.2,2.12,5,19.41,5.03,5.66,3.68,41,44,6.53,1,1,1,20.02,1,1,None
APP007141,1296,Residential,2.8,2.2,15,14.62,6.19,4.39,5.61,14,22,18.55,1,1,1,2.21,1,1,None
